Company,Company Score,Job Title,Location,Date,Salary,City,state,Remote,LowerSalary,UpperSalary,Mid_Salary,Group_job,Salary_Range,Company_Score_Group
Honda Research Institute USA,4.2,senior software engineer,"boston, ma",30d+,$86K - $145K (Glassdoor est.),Boston, MA,No,86.0,145.0,115.5,Software_En,101-150,กลาง(>2-3.5]
Activision,4.0,software engineer for mobile robots,"san jose, ca",13d,$67K - $112K (Glassdoor est.),San Jose, CA,No,67.0,112.0,89.5,Software_En,50-100,กลาง(>2-3.5]
thatgamecompany,3.6,senior software engineer,"santa monica, ca",9d,$116K - $150K (Employer est.),Santa Monica, CA,No,116.0,150.0,133.0,Software_En,101-150,กลาง(>2-3.5]
BNY Mellon,4.0,build engineer,california,4d,$85K - $115K (Employer est.),California,Unknow,No,85.0,115.0,100.0,Other,50-100,กลาง(>2-3.5]
Recruiting From Scratch,3.6,"vice president, back-end engineer i","lake mary, fl",2d,$90K - $115K (Glassdoor est.),Lake Mary, FL,No,90.0,115.0,102.5,Other,101-150,กลาง(>2-3.5]
"Akina, Inc.",3.9,founding software engineer,"san francisco, ca",3d,$92K - $156K (Employer est.),San Francisco, CA,No,92.0,156.0,124.0,Software_En,101-150,กลาง(>2-3.5]
Vonnen,4.8,software engineer - 1 (kubernetes/python),"annapolis junction, md",18d,$150K - $200K (Employer est.),Annapolis Junction, MD,No,150.0,200.0,175.0,Software_En,151-200,สูง(>3.5-5]
Capgemini,4.5,software engineer,"santa clara, ca",9d,$95K - $147K (Glassdoor est.),Santa Clara, CA,No,95.0,147.0,121.0,Software_En,101-150,สูง(>3.5-5]
"Stefanini, Inc",3.6,software engineer - redis,"irving, tx",2d,$102K - $148K (Glassdoor est.),Irving, TX,No,102.0,148.0,125.0,Software_En,101-150,กลาง(>2-3.5]
Infosys,4.7,software engineer,"dearborn, mi",25d,$40.00 - $60.00 Per Hour (Employer est.),Dearborn, MI,No,,,129.3361934477379,Software_En,101-150,สูง(>3.5-5]
"Link, LLC",4.9,release engineer,"chicago, il",9d,$86K - $109K (Glassdoor est.),Chicago, IL,No,86.0,109.0,97.5,Other,50-100,สูง(>3.5-5]
Autodesk,3.9,"golang software engineer (vista bighitter), bs+7, telework","annapolis junction, md",11d,$87K - $125K (Glassdoor est.),Annapolis Junction, MD,No,87.0,125.0,106.0,Software_En,101-150,กลาง(>2-3.5]
BCT LLC,3.9,"software development engineer, platform services",oregon,6d,$75.00 - $80.00 Per Hour (Employer est.),Oregon,Unknow,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
JPMorgan Chase & Co,4.8,software engineer (id),united states,4d,$142K - $183K (Employer est.),United States,Unknow,No,142.0,183.0,162.5,Software_En,151-200,สูง(>3.5-5]
WR Systems,4.2,software engineer,"jersey city, nj",2d,$77K - $125K (Glassdoor est.),Jersey City, NJ,No,77.0,125.0,101.0,Software_En,101-150,กลาง(>2-3.5]
Acuity Brands,3.5,software engineer,"dahlgren, va",3d,$162K - $244K (Employer est.),Dahlgren, VA,No,162.0,244.0,203.0,Software_En,201-250,กลาง(>2-3.5]
Cisco Systems,4.1,software engineer,"conyers, ga",3d,$85K - $104K (Glassdoor est.),Conyers, GA,No,85.0,104.0,94.5,Software_En,50-100,กลาง(>2-3.5]
WALGREENS,3.3,software qa engineer,"san jose, ca",12d,$140K - $145K (Employer est.),San Jose, CA,No,140.0,145.0,142.5,Software_En,101-150,ต่ำ(0-2]
"Vivint, Inc.",3.8,senior software engineer,"deerfield, il",2d,$95K - $130K (Glassdoor est.),Deerfield, IL,No,95.0,130.0,112.5,Software_En,101-150,กลาง(>2-3.5]
Caelum Research Corporation,4.1,sr. software engineer,"lehi, ut",4d,$90K - $150K (Employer est.),Lehi, UT,No,90.0,150.0,120.0,Software_En,101-150,กลาง(>2-3.5]
Oracle,4.5,software engineer,"carlisle, pa",22d,$140K - $150K (Employer est.),Carlisle, PA,No,140.0,150.0,145.0,Software_En,101-150,สูง(>3.5-5]
Fidelity Investments,3.8,software developer,"redwood city, ca",24h,$183K - $297K (Employer est.),Redwood City, CA,No,183.0,297.0,240.0,Software_En,201-250,กลาง(>2-3.5]
Colorado State University,4.5,cloud engineer,"westlake, tx",9d,$120K - $140K (Employer est.),Westlake, TX,No,120.0,140.0,130.0,Software_clound,101-150,สูง(>3.5-5]
Bayer,2.3,application programmer analyst/developer i,"fort collins, co",5d,$97K - $129K (Glassdoor est.),Fort Collins, CO,No,97.0,129.0,113.0,Software_Dev,101-150,ต่ำ(0-2]
USAA,3.9,software engineer ii,"indianola, pa",12d,$50K - $90K (Employer est.),Indianola, PA,No,50.0,90.0,70.0,Software_En,50-100,กลาง(>2-3.5]
Accenture Federal Services,3.1,senior react/javascript software engineer,"san antonio, tx",1d,$74K - $122K (Employer est.),San Antonio, TX,No,74.0,122.0,98.0,Software_En,50-100,ต่ำ(0-2]
Gundersen Health System,5.0,software engineer,"lorton, va",13d,$85K - $150K (Employer est.),Lorton, VA,No,85.0,150.0,117.5,Software_En,101-150,สูง(>3.5-5]
"JRC Integrated Systems, LLC",3.9,software engineer | front end developer,"onalaska, wi",30d+,$82K - $114K (Glassdoor est.),Onalaska, WI,No,82.0,114.0,98.0,Software_En,50-100,กลาง(>2-3.5]
XL Softek,3.9,software engineer,"washington, dc",11d,$107K - $150K (Employer est.),Washington, DC,No,107.0,150.0,128.5,Software_En,101-150,กลาง(>2-3.5]
kasmo cloud solutions,4.0,software engineers,"suwanee, ga",30d+,$215K - $220K (Employer est.),Suwanee, GA,No,215.0,220.0,217.5,Software_En,201-250,กลาง(>2-3.5]
"ICR, Inc.",4.2,software engineer,"carol stream, il",5d,$90K - $180K (Employer est.),Carol Stream, IL,No,90.0,180.0,135.0,Software_En,101-150,กลาง(>2-3.5]
Workday,4.0,"software engineer - front end (dashboard) - aurora, co","aurora, co",30d+,$130K - $160K (Employer est.),Aurora, CO,No,130.0,160.0,145.0,Software_En,101-150,กลาง(>2-3.5]
360care,3.0,"sr associate software engineer, database as a service","atlanta, ga",5d,$75K - $126K (Glassdoor est.),Atlanta, GA,No,75.0,126.0,100.5,Software_En,101-150,ต่ำ(0-2]
Amex,3.5,software engineer,"louisville, ky",30d+,$79K - $119K (Glassdoor est.),Louisville, KY,No,79.0,119.0,99.0,Software_En,50-100,กลาง(>2-3.5]
DKW Communications,3.5,senior engineer - java - go2 unify,"sunrise, fl",30d+,$125K - $150K (Employer est.),Sunrise, FL,No,125.0,150.0,137.5,Other,101-150,กลาง(>2-3.5]
"SICK, Inc.",4.1,senior software engineer,"point mugu nawc, ca",4d,$77K - $102K (Glassdoor est.),Point Mugu NAWC, CA,No,77.0,102.0,89.5,Software_En,50-100,กลาง(>2-3.5]
Antithesis,3.2,software engineer ii,"minneapolis, mn",3d,$102K - $138K (Glassdoor est.),Minneapolis, MN,No,102.0,138.0,120.0,Software_En,101-150,ต่ำ(0-2]
Rekuten Global,3.9,junior ruby on rails engineer,remote,3d,$115K - $155K (Glassdoor est.),Remote,Unknow,Yes,115.0,155.0,135.0,Other,101-150,กลาง(>2-3.5]
Tencent,4.0,senior software engineer,"vienna, va",2d,$84K - $132K (Glassdoor est.),Vienna, VA,No,84.0,132.0,108.0,Software_En,101-150,กลาง(>2-3.5]
RealmOne,4.1,software engineer,"beloit, wi",30d+,$80.00 Per Hour (Employer est.),Beloit, WI,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Zoox,4.1,security software engineer i,"palo alto, ca",6d,$80K - $108K (Glassdoor est.),Palo Alto, CA,No,80.0,108.0,94.0,Software_En,50-100,กลาง(>2-3.5]
CyberCore Technologies,4.3,software engineer 1,maryland,30d+,$148K - $230K (Employer est.),Maryland,Unknow,No,148.0,230.0,189.0,Software_En,151-200,กลาง(>2-3.5]
Synergy ECP,4.1,"software engineer, workflow orchestration","foster city, ca",30d+,$81K - $101K (Glassdoor est.),Foster City, CA,No,81.0,101.0,91.0,Software_En,50-100,กลาง(>2-3.5]
Innovative Defense Technologies (IDT),3.9,software engineer 3,"annapolis junction, md",19d,$65K - $112K (Glassdoor est.),Annapolis Junction, MD,No,65.0,112.0,88.5,Software_En,50-100,กลาง(>2-3.5]
VETERANS ENGINEERING INCORPORATED,4.1,backend python software engineer,"annapolis junction, md",30d+,$88K - $117K (Glassdoor est.),Annapolis Junction, MD,No,88.0,117.0,102.5,Software_En,101-150,กลาง(>2-3.5]
Solvere Technical Group,3.6,software engineer,"fall river, ma",30d+,$10K - $20K (Employer est.),Fall River, MA,No,10.0,20.0,15.0,Software_En,<50,กลาง(>2-3.5]
"IRALOGIX,Inc",3.9,cloud engineer,united states,10d,$111K - $153K (Glassdoor est.),United States,Unknow,No,111.0,153.0,132.0,Software_clound,101-150,กลาง(>2-3.5]
Nava,3.8,software engineer,"indian head, md",2d,$91K - $126K (Glassdoor est.),Indian Head, MD,No,91.0,126.0,108.5,Software_En,101-150,กลาง(>2-3.5]
f5,3.6,senior software engineer,"pittsburgh, pa",4d,$125K - $140K (Employer est.),Pittsburgh, PA,No,125.0,140.0,132.5,Software_En,101-150,กลาง(>2-3.5]
BAE Systems,4.5,sr. software engineer,remote,2d,$66K - $116K (Glassdoor est.),Remote,Unknow,Yes,66.0,116.0,91.0,Software_En,50-100,สูง(>3.5-5]
Synergy ECP,3.4,software engineer iii,"san jose, ca",19d,$108K - $146K (Glassdoor est.),San Jose, CA,No,108.0,146.0,127.0,Software_En,101-150,ต่ำ(0-2]
GE HEALTHCARE,4.0,"engineer, junior software","lexington park, md",30d+,$90K - $130K (Employer est.),Lexington Park, MD,No,90.0,130.0,110.0,Software_En,101-150,กลาง(>2-3.5]
TC Energy,2.4,software engineer,"annapolis junction, md",30d+,$80K - $90K (Employer est.),Annapolis Junction, MD,No,80.0,90.0,85.0,Software_En,50-100,ต่ำ(0-2]
Principal Financial Group,4.3,"senior software engineer (hybrid, onsite)","milwaukee, wi",3d,$86K - $119K (Glassdoor est.),Milwaukee, WI,No,86.0,119.0,102.5,Software_En,101-150,กลาง(>2-3.5]
Schlumberger,3.4,new engineer-in-training (net) rotational program,"houston, tx",6d,$120K - $250K (Employer est.),Houston, TX,No,120.0,250.0,185.0,Other,151-200,ต่ำ(0-2]
IXL Learning,3.8,"sr software engineer, snowflake focus",,2d,$54K - $83K (Employer est.),Unknow,Unknow,No,54.0,83.0,68.5,Software_En,50-100,กลาง(>2-3.5]
JBT Corporation,4.6,back end software engineer,"houston, tx",9d,$55K - $90K (Employer est.),Houston, TX,No,55.0,90.0,72.5,Software_En,50-100,สูง(>3.5-5]
FLASH Technology Group,4.2,software engineer,"san mateo, ca",30d+,$84K - $157K (Employer est.),San Mateo, CA,No,84.0,157.0,120.5,Software_En,101-150,กลาง(>2-3.5]
Innovative Defense Technologies (IDT),3.7,devops engineer,"chalfont, pa",30d+,$96K - $128K (Glassdoor est.),Chalfont, PA,No,96.0,128.0,112.0,Software_Dev,101-150,กลาง(>2-3.5]
Fairfax County Public Schools,4.2,software engineer i,"laurel, md",30d+,$106K - $125K (Employer est.),Laurel, MD,No,106.0,125.0,115.5,Software_En,101-150,กลาง(>2-3.5]
Scholarly,4.5,software engineer,united states,5d,$81K - $123K (Glassdoor est.),United States,Unknow,No,81.0,123.0,102.0,Software_En,101-150,สูง(>3.5-5]
Innovative Defense Technologies (IDT),3.0,software engineer (one year only),"wilton woods, va",30d+,$92K - $131K (Glassdoor est.),Wilton Woods, VA,No,92.0,131.0,111.5,Software_En,101-150,ต่ำ(0-2]
Burst Inc.,2.0,software engineer,"seattle, wa",9d,$115K - $166K (Glassdoor est.),Seattle, WA,No,115.0,166.0,140.5,Software_En,101-150,ต่ำ(0-2]
USN Technical Associates,3.9,devsecops software engineer,"fall river, ma",5d,$113K - $161K (Glassdoor est.),Fall River, MA,No,113.0,161.0,137.0,Software_En,101-150,กลาง(>2-3.5]
SNC,2.8,video software engineer,"lexington, ma",11d,$160K - $385K (Employer est.),Lexington, MA,No,160.0,385.0,272.5,Software_En,251-300,ต่ำ(0-2]
Decision Six,4.1,contract software engineer,"los angeles, ca",5d,$62K - $102K (Glassdoor est.),Los Angeles, CA,No,62.0,102.0,82.0,Software_En,50-100,กลาง(>2-3.5]
Laiba Technologies,4.4,software engineer ii,"southern pines, nc",1d,$73K - $110K (Glassdoor est.),Southern Pines, NC,No,73.0,110.0,91.5,Software_En,50-100,กลาง(>2-3.5]
Teamups,4.4,devops engineer,"newtown square, pa",5d,$200K - $370K (Employer est.),Newtown Square, PA,No,200.0,370.0,285.0,Software_Dev,251-300,กลาง(>2-3.5]
Delta Dental Ins.,4.0,do178c software engineer,"everett, wa",30d+,$93K - $147K (Glassdoor est.),Everett, WA,No,93.0,147.0,120.0,Software_En,101-150,กลาง(>2-3.5]
Valkyrie Enterprises,4.1,senior software engineer,"seattle, wa",30d+,$69K - $107K (Glassdoor est.),Seattle, WA,No,69.0,107.0,88.0,Software_En,50-100,กลาง(>2-3.5]
UiPath,3.7,expert software engineer,"alpharetta, ga",1d,$50K - $60K (Employer est.),Alpharetta, GA,No,50.0,60.0,55.0,Software_En,50-100,กลาง(>2-3.5]
Atlas Copco Tools & Assembly Systems LLC,3.7,software engineer (job id:3425),"huntsville, al",27d,$70K - $108K (Glassdoor est.),Huntsville, AL,No,70.0,108.0,89.0,Software_En,50-100,กลาง(>2-3.5]
ANB Sourcing LLC,3.8,senior software engineer,"bellevue, wa",9d,$102K - $134K (Glassdoor est.),Bellevue, WA,No,102.0,134.0,118.0,Software_En,101-150,กลาง(>2-3.5]
McIntire Solutions,4.5,software engineer,"auburn hills, mi",13d,$103K - $133K (Glassdoor est.),Auburn Hills, MI,No,103.0,133.0,118.0,Software_En,101-150,สูง(>3.5-5]
Pennymac,4.6,azure devops engineer || full time job.,remote,2d,$50.00 Per Hour (Employer est.),Remote,Unknow,Yes,,,137.2962962962963,Software_Dev,101-150,สูง(>3.5-5]
Literati,3.7,software systems engineer/devops engineer,"chantilly, va",18d,$84K - $110K (Glassdoor est.),Chantilly, VA,No,84.0,110.0,97.0,Software_En,50-100,กลาง(>2-3.5]
"Rochester Software Associates, Inc.",4.1,clojure software engineer,"agoura hills, ca",4d,$66K - $94K (Glassdoor est.),Agoura Hills, CA,No,66.0,94.0,80.0,Software_En,50-100,กลาง(>2-3.5]
Plaid,3.7,wordpress full stack engineer (react),texas,1d,$102K - $149K (Glassdoor est.),Texas,Unknow,No,102.0,149.0,125.5,Other,101-150,กลาง(>2-3.5]
TigerGraph,3.9,c# software developer,united states,10d,$187K - $197K (Employer est.),United States,Unknow,No,187.0,197.0,192.0,Software_En,151-200,กลาง(>2-3.5]
"Garmin International, Inc.",3.7,experienced software engineer - scaled access,"new york, ny",30d+,$70K - $96K (Glassdoor est.),New York, NY,No,70.0,96.0,83.0,Software_En,50-100,กลาง(>2-3.5]
Resilio Inc.,4.4,software engineer,"redwood city, ca",5d,$100K - $110K (Employer est.),Redwood City, CA,No,100.0,110.0,105.0,Software_En,101-150,กลาง(>2-3.5]
Candid,3.7,software certification engineer 1 - software quality,"salem, or",25d,$83K - $116K (Glassdoor est.),Salem, OR,No,83.0,116.0,99.5,Software_En,50-100,กลาง(>2-3.5]
Amex,4.3,technical support engineer (endpoint software),virginia,9d,$100K - $250K (Employer est.),Virginia,Unknow,No,100.0,250.0,175.0,Software_En,151-200,กลาง(>2-3.5]
Radiance Technologies,4.4,ecosystems software engineer,united states,17d,$100K - $115K (Employer est.),United States,Unknow,No,100.0,115.0,107.5,Software_En,101-150,กลาง(>2-3.5]
Fabletics,3.6,engineer,"phoenix, az",2d,$64K - $101K (Glassdoor est.),Phoenix, AZ,No,64.0,101.0,82.5,Other,50-100,กลาง(>2-3.5]
Delta Dental Ins.,3.7,r&d software engineer,"stennis space center, ms",30d+,$66K - $68K (Employer est.),Stennis Space Center, MS,No,66.0,68.0,67.0,Software_En,50-100,กลาง(>2-3.5]
Fractal Analytics,4.1,sr. software engineer,california,24d,$79K - $117K (Glassdoor est.),California,Unknow,No,79.0,117.0,98.0,Software_En,50-100,กลาง(>2-3.5]
Microchip Technology,2.4,expert software engineer,"oakland, ca",1d,$140K (Employer est.),Oakland, CA,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
York Space Systems,4.2,software development engineer,california,30d+,$118K - $169K (Glassdoor est.),California,Unknow,No,118.0,169.0,143.5,Software_En,101-150,กลาง(>2-3.5]
Proteus Co.,3.5,engineer ii - software,,2d,$56K - $89K (Glassdoor est.),Unknow,Unknow,No,56.0,89.0,72.5,Software_En,50-100,กลาง(>2-3.5]
Software Productivity Strategists,3.3,sr. full stack software engineer,"greenwood village, co",3d,$130K - $270K (Employer est.),Greenwood Village, CO,No,130.0,270.0,200.0,Software_En,151-200,ต่ำ(0-2]
NeuroPace,4.2,software engineer,"lincoln, ne",30d+,$110K - $157K (Employer est.),Lincoln, NE,No,110.0,157.0,133.5,Software_En,101-150,กลาง(>2-3.5]
OceanFrogs,2.5,software engineer,"rockville, md",30d+,$93K - $130K (Glassdoor est.),Rockville, MD,No,93.0,130.0,111.5,Software_En,101-150,ต่ำ(0-2]
"iconectiv, LLC.",3.5,full stack software engineer,"mountain view, ca",7d,$120K - $140K (Employer est.),Mountain View, CA,No,120.0,140.0,130.0,Software_En,101-150,กลาง(>2-3.5]
The Aerospace Corporation,3.9,full stack software developer,"duluth, ga",30d+,$94K - $160K (Employer est.),Duluth, GA,No,94.0,160.0,127.0,Software_En,101-150,กลาง(>2-3.5]
Fetch Package,4.8,software engineer (oracle database expertise),"bridgewater, nj",4d,$101K - $144K (Glassdoor est.),Bridgewater, NJ,No,101.0,144.0,122.5,Software_En,101-150,สูง(>3.5-5]
Zenith Services,4.7,data engineer / software engineer,"chantilly, va",30d+,$108K - $156K (Glassdoor est.),Chantilly, VA,No,108.0,156.0,132.0,Software_En,101-150,สูง(>3.5-5]
Matthews International Corporation,3.9,lead front-end software engineer,"austin, tx",4d,$74K - $100K (Glassdoor est.),Austin, TX,No,74.0,100.0,87.0,Software_En,50-100,กลาง(>2-3.5]
Oracle,2.9,react native engineer,"bentonville, ar",30d+,$73K - $100K (Glassdoor est.),Bentonville, AR,No,73.0,100.0,86.5,Other,50-100,ต่ำ(0-2]
NVIDIA,4.0,software engineer,"apopka, fl",3d,$112K - $196K (Employer est.),Apopka, FL,No,112.0,196.0,154.0,Software_En,151-200,กลาง(>2-3.5]
PingWind,4.0,software developer,united states,1d,$98K - $137K (Glassdoor est.),United States,Unknow,No,98.0,137.0,117.5,Software_En,101-150,กลาง(>2-3.5]
Versaterm,3.5,senior full-stack web applications software engineer,"santa clara, ca",1d,$80K - $94K (Employer est.),Santa Clara, CA,No,80.0,94.0,87.0,Software_En,50-100,กลาง(>2-3.5]
Apollo Technology Solutions LLC,4.3,software developer*,"scott air force base, il",9d,$89K - $130K (Glassdoor est.),Scott Air Force Base, IL,No,89.0,130.0,109.5,Software_En,101-150,กลาง(>2-3.5]
Navrit Creation,3.6,software engineer,"lexington, sc",16d,$78K - $131K (Glassdoor est.),Lexington, SC,No,78.0,131.0,104.5,Software_En,101-150,กลาง(>2-3.5]
Amazon.com Services LLC,5.0,sr. front end engineer (react),"charlotte, nc",2d,$65K - $107K (Glassdoor est.),Charlotte, NC,No,65.0,107.0,86.0,Other,50-100,สูง(>3.5-5]
Schneider Electric,3.6,freelance web developer,"colony, al",1d,$130K - $300K (Employer est.),Colony, AL,No,130.0,300.0,215.0,Software_Dev,201-250,กลาง(>2-3.5]
Akira Technologies Inc.,3.7,"software dev engineer, modeling software","boston, ma",10d,$66K - $98K (Employer est.),Boston, MA,No,66.0,98.0,82.0,Software_En,50-100,กลาง(>2-3.5]
CTC Group,4.2,systems application engineer ii - software,"secaucus, nj",1d,$153K - $225K (Employer est.),Secaucus, NJ,No,153.0,225.0,189.0,Software_En,151-200,กลาง(>2-3.5]
Space Coast Intelligent Solutions,3.9,servicenow software engineer,"washington, dc",9d,$69K - $103K (Employer est.),Washington, DC,No,69.0,103.0,86.0,Software_En,50-100,กลาง(>2-3.5]
Credo,3.9,python developer,"fort meade, md",6d,$83K - $114K (Glassdoor est.),Fort Meade, MD,No,83.0,114.0,98.5,Software_Dev,50-100,กลาง(>2-3.5]
9th networks Inc,4.4,software engineer iv,"melbourne, fl",30d+,$107K - $174K (Employer est.),Melbourne, FL,No,107.0,174.0,140.5,Software_En,101-150,กลาง(>2-3.5]
Tuvoli,3.1,system software engineer,"san jose, ca",3d,$78K (Employer est.),San Jose, CA,No,,,129.3361934477379,Software_En,101-150,ต่ำ(0-2]
Walter P Moore,4.1,go lang/platform engineer,"jersey city, nj",3d,$175K - $265K (Employer est.),Jersey City, NJ,No,175.0,265.0,220.0,Other,201-250,กลาง(>2-3.5]
LinQuest Corporation,3.9,senior software engineer,massachusetts,16d,$53K - $107K (Employer est.),Massachusetts,Unknow,No,53.0,107.0,80.0,Software_En,50-100,กลาง(>2-3.5]
CodeSignal,3.8,front-end software developer,"washington, dc",17d,$60.00 - $80.00 Per Hour (Employer est.),Washington, DC,No,,,129.3361934477379,Software_En,101-150,กลาง(>2-3.5]
Hewlett Packard,5.0,software engineer,"beavercreek, oh",30d+,$86K - $128K (Glassdoor est.),Beavercreek, OH,No,86.0,128.0,107.0,Software_En,101-150,สูง(>3.5-5]
Dupli Envelope & Graphics,4.8,"software engineer, innovation lab","san francisco, ca",18d,$165K - $215K (Employer est.),San Francisco, CA,No,165.0,215.0,190.0,Software_En,151-200,สูง(>3.5-5]
Coinbase,4.2,software quality engineer,"fort collins, co",10d,$165K - $215K (Employer est.),Fort Collins, CO,No,165.0,215.0,190.0,Software_En,151-200,กลาง(>2-3.5]
LSEG (London Stock Exchange Group),4.0,software support engineer,"syracuse, ny",3d,$102K - $138K (Glassdoor est.),Syracuse, NY,No,102.0,138.0,120.0,Software_En,101-150,กลาง(>2-3.5]
Inabia Software & Consulting Inc.,3.8,software engineer,remote,12d,$76K - $175K (Employer est.),Remote,Unknow,Yes,76.0,175.0,125.5,Software_En,101-150,กลาง(>2-3.5]
PMall,4.5,full stack engineer,"washington, dc",30d+,$96K - $118K (Employer est.),Washington, DC,No,96.0,118.0,107.0,Other,101-150,สูง(>3.5-5]
Alloy,4.0,software developer,"bellevue, wa",30d+,$86K - $129K (Employer est.),Bellevue, WA,No,86.0,129.0,107.5,Software_En,101-150,กลาง(>2-3.5]
QinetiQ US,3.9,front-end developer,"burr ridge, il",10d,$160K - $385K (Employer est.),Burr Ridge, IL,No,160.0,385.0,272.5,Software_Dev,251-300,กลาง(>2-3.5]
Caterpillar,4.0,solutions engineer,united states,3d,$184K - $337K (Employer est.),United States,Unknow,No,184.0,337.0,260.5,Other,251-300,กลาง(>2-3.5]
"Jason Pharmaceuticals, Inc.",4.0,software engineer,"mclean, va",9d,$127K - $184K (Employer est.),McLean, VA,No,127.0,184.0,155.5,Software_En,151-200,กลาง(>2-3.5]
IntelliBridge LLC,3.6,software engineer,"peoria, il",2d,$79K - $130K (Glassdoor est.),Peoria, IL,No,79.0,130.0,104.5,Software_En,101-150,กลาง(>2-3.5]
Snyk,3.4,sr software engineer,"lehi, ut",10d,$120K - $207K (Employer est.),Lehi, UT,No,120.0,207.0,163.5,Software_En,151-200,ต่ำ(0-2]
OpenAI,4.2,software engineer,"washington, dc",10d,$112K - $152K (Employer est.),Washington, DC,No,112.0,152.0,132.0,Software_En,101-150,กลาง(>2-3.5]
Vertex Professional Service LLC,2.7,senior software engineer (typescript/go),"boston, ma",2d,$130K - $158K (Glassdoor est.),Boston, MA,No,130.0,158.0,144.0,Software_En,101-150,ต่ำ(0-2]
"deciBel Research, Inc.",2.7,"software engineer, backend","san francisco, ca",5d,$103K - $172K (Employer est.),San Francisco, CA,No,103.0,172.0,137.5,Software_En,101-150,ต่ำ(0-2]
OpenAI,4.4,"software engineer ii (insite) - ""w-trs""","orlando, fl",2d,$82K - $209K (Employer est.),Orlando, FL,No,82.0,209.0,145.5,Software_En,101-150,กลาง(>2-3.5]
COMSOL Inc.,3.1,mid-level software engineer,"huntsville, al",25d,$116K - $174K (Employer est.),Huntsville, AL,No,116.0,174.0,145.0,Software_En,101-150,ต่ำ(0-2]
Infosys,3.8,"full stack engineer, leverage engineering","san francisco, ca",6d,$130K - $165K (Employer est.),San Francisco, CA,No,130.0,165.0,147.5,Other,101-150,กลาง(>2-3.5]
Hero Facility Services,3.8,software developer – ray optics,"burlington, ma",4d,$150K - $185K (Employer est.),Burlington, MA,No,150.0,185.0,167.5,Software_En,151-200,กลาง(>2-3.5]
QED Systems LLC,3.9,junior python developer,"charlotte, nc",2d,$98K - $209K (Employer est.),Charlotte, NC,No,98.0,209.0,153.5,Software_Dev,151-200,กลาง(>2-3.5]
Kasasa,4.4,entry level developer,"melbourne, fl",3d,$102K - $204K (Employer est.),Melbourne, FL,No,102.0,204.0,153.0,Software_Dev,151-200,กลาง(>2-3.5]
"Delta Air Lines, Inc.",3.7,software engineer,"aberdeen proving ground, md",30d+,$125K - $140K (Employer est.),Aberdeen Proving Ground, MD,No,125.0,140.0,132.5,Software_En,101-150,กลาง(>2-3.5]
HAN IT,3.6,senior software engineer (hybrid),"austin, tx",11d,$108K - $216K (Employer est.),Austin, TX,No,108.0,216.0,162.0,Software_En,151-200,กลาง(>2-3.5]
Innovative Solutions and Support,3.9,software development engineer,"atlanta, ga",3d,$79K - $116K (Glassdoor est.),Atlanta, GA,No,79.0,116.0,97.5,Software_En,50-100,กลาง(>2-3.5]
Promega,4.8,python developer,"morris plains, nj",3d,$67K - $128K (Employer est.),Morris Plains, NJ,No,67.0,128.0,97.5,Software_Dev,50-100,สูง(>3.5-5]
Revenue Management Solutions Llc,3.7,software verification engineer,"exton, pa",12d,$129K - $162K (Employer est.),Exton, PA,No,129.0,162.0,145.5,Software_En,101-150,กลาง(>2-3.5]
Cityblock Health,3.8,"software engineer, instrumentation","madison, wi",16d,$90K - $110K (Employer est.),Madison, WI,No,90.0,110.0,100.0,Software_En,50-100,กลาง(>2-3.5]
Astrion,3.7,devops engineer,"oklahoma city, ok",12d,$117K - $306K (Employer est.),Oklahoma City, OK,No,117.0,306.0,211.5,Software_Dev,201-250,กลาง(>2-3.5]
Diverse Career Solutions,3.4,staff software engineer,new york state,9d,$100K - $115K (Employer est.),New York State,Unknow,No,100.0,115.0,107.5,Software_En,101-150,ต่ำ(0-2]
Synergy ECP,4.2,software developer,"eglin afb, fl",17d,$87K - $142K (Glassdoor est.),Eglin AFB, FL,No,87.0,142.0,114.5,Software_En,101-150,กลาง(>2-3.5]
"ICR, Inc.",4.0,sr. software engineer,remote,3d,$92K - $132K (Glassdoor est.),Remote,Unknow,Yes,92.0,132.0,112.0,Software_En,101-150,กลาง(>2-3.5]
Broadridge,3.8,software engineer,"columbia, md",30d+,$105K - $160K (Employer est.),Columbia, MD,No,105.0,160.0,132.5,Software_En,101-150,กลาง(>2-3.5]
Zurn Elkay Water Solutions,5.0,"software systems engineer - mason, oh","mason, oh",30d+,$144K - $196K (Glassdoor est.),Mason, OH,No,144.0,196.0,170.0,Software_En,151-200,สูง(>3.5-5]
Florida State College at Jacksonville,4.2,deployment engineer (hybrid),"newark, nj",9d,$69K - $91K (Glassdoor est.),Newark, NJ,No,69.0,91.0,80.0,Other,50-100,กลาง(>2-3.5]
Q9Software,3.1,iot engineer,"milwaukee, wi",27d,$80K - $110K (Employer est.),Milwaukee, WI,No,80.0,110.0,95.0,Other,50-100,ต่ำ(0-2]
JPMorgan Chase & Co,3.8,engineer iv software,"jacksonville, fl",27d,$100K - $153K (Glassdoor est.),Jacksonville, FL,No,100.0,153.0,126.5,Software_En,101-150,กลาง(>2-3.5]
